doc_id,file_name,_split,field,candidate_text,candidate_source,line_idx,line_rel_pos,line_token_count,candidate_len,candidate_token_count,candidate_digit_count,candidate_alpha_count,candidate_digit_ratio,candidate_uppercase_ratio,candidate_has_org_suffix,candidate_has_address_word,candidate_has_label_word,candidate_shape,line_has_colon,line_is_upper,line_digit_ratio,line_has_dollar,line_has_org_suffix,line_has_address_word,line_has_label_word,is_top_10_lines,is_top_20_lines,is_bottom_half,is_bottom_quarter,ctx_has_invoice,ctx_has_invoice_no,ctx_has_bill_to,ctx_has_sold_to,ctx_has_ship_to,ctx_has_attention,ctx_has_total,ctx_has_amount_due,ctx_has_reference,ctx_has_due,invoice_like_score,ocr_quality_score,doc_num_lines,doc_num_chars,recipient_like_person_prefix,recipient_like_attention,recipient_looks_address_only,recipient_digit_heavy,label,notes
doc_0388,rvl_train_19955.png,train,recipient_name,Philip Morris Inc.,early_org_line,13,0.619,3,18,3,0,15,0.0,0.2,1,0,0,Aaaaaa Aaaaaa Aaa.,0,0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,22,498,0,0,0,0,,
doc_0261,rvl_test_18090.png,train,recipient_name,BRITISH-AMERICAN TOBACCO COMPANY LTD,early_org_line,0,0.0,4,36,4,0,32,0.0,1.0,1,0,0,AAAAAAA-AAAAAAAA AAAAAAA AAAAAAA AAA,0,1,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,23,536,0,0,0,0,,
doc_0261,rvl_test_18090.png,train,recipient_name,"Brown & Williamson Tobacco Corporation,",early_org_line,1,0.0455,5,39,5,0,33,0.0,0.1212,1,0,0,"Aaaaa & Aaaaaaaaaa Aaaaaaa Aaaaaaaaaaa,",0,0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,23,536,0,0,0,0,,
doc_0206,rvl_train_08025.png,train,recipient_name,434 tO,early_org_line,15,0.625,2,6,2,3,2,0.5,0.5,0,0,0,000 aA,0,0,0.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,25,532,0,0,0,0,,
doc_0361,rvl_val_00377.png,train,recipient_name,"To 229) uD,",early_org_line,3,0.1875,3,11,3,3,4,0.2727,0.5,0,0,0,"Aa 000) aA,",0,0,0.2727,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,17,408,0,0,0,0,,
doc_0361,rvl_val_00377.png,train,recipient_name,Research and Developnent,early_org_line,4,0.25,3,24,3,0,22,0.0,0.0909,1,0,0,Aaaaaaaa aaa Aaaaaaaaaaa,0,0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,17,408,0,0,0,0,,
doc_0361,rvl_val_00377.png,train,recipient_name,"Advance for The CORESTA ""AS Symasinn to by 20. 00",early_org_line,7,0.4375,10,49,10,4,34,0.0816,0.3529,0,0,0,"Aaaaaaa aaa Aaa AAAAAAA ""AA Aaaaaaaa aa ",0,0,0.0816,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,17,408,0,0,0,0,,
doc_0361,rvl_val_00377.png,train,recipient_name,| primase: RETURN citgcK TO:,early_org_line,13,0.8125,5,28,5,0,21,0.0,0.4286,0,0,0,| aaaaaaa: AAAAAA aaaaaA AA:,1,0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,17,408,0,0,0,0,,
doc_0233,rvl_train_13747.png,train,recipient_name,"(G0 COMPANIES; 008MANAGEMENT, 10.NCORPORATED)",early_org_line,20,0.4082,4,45,4,6,31,0.1333,1.0,1,0,0,"(A0 AAAAAAAAA; 000AAAAAAAAAA, 00.AAAAAAA",0,1,0.1333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1.0,50,1497,0,0,0,1,,
doc_0233,rvl_train_13747.png,train,recipient_name,[Venoon#_ COMPANY,early_org_line,21,0.4286,2,17,2,0,13,0.0,0.6154,1,0,0,[Aaaaaa#_ AAAAAAA,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1.0,50,1497,0,0,0,0,,
doc_0307,rvl_train_07197.png,train,recipient_name,"LABORATORIES AMERICA, INC’",early_org_line,1,0.0357,3,26,3,0,22,0.0,1.0,1,0,0,"AAAAAAAAAAAA AAAAAAA, AAA’",0,1,0.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1.0,29,812,0,0,0,0,,
doc_0307,rvl_train_07197.png,train,recipient_name,"HAZLETON LABORATORIES AMERICA, INC. USE THIS NUMBER",early_org_line,4,0.1429,7,51,7,0,43,0.0,1.0,1,0,0,"AAAAAAAA AAAAAAAAAAAA AAAAAAA, AAA. AAA ",0,1,0.0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,4,1.0,29,812,0,0,0,0,,
