doc_id=doc_0367 | field=total_amount | candidate_text=1903.0 | label=1
doc_id=doc_0254 | field=total_amount | candidate_text=1170.0 | label=0
doc_id=doc_0254 | field=total_amount | candidate_text=1203.35 | label=1
doc_id=doc_0254 | field=total_amount | candidate_text=62.64 | label=0
doc_id=doc_0301 | field=total_amount | candidate_text=657.05 | label=0
doc_id=doc_0301 | field=total_amount | candidate_text=112.5 | label=0
doc_id=doc_0301 | field=total_amount | candidate_text=158.08 | label=0
doc_id=doc_0301 | field=total_amount | candidate_text=35.0 | label=0
doc_id=doc_0301 | field=total_amount | candidate_text=340.0 | label=0
doc_id=doc_0301 | field=total_amount | candidate_text=225.0 | label=0
doc_id=doc_0382 | field=total_amount | candidate_text=2008.52 | label=0
doc_id=doc_0382 | field=total_amount | candidate_text=2208.82 | label=0
doc_id=doc_0382 | field=total_amount | candidate_text=4754.67 | label=0
doc_id=doc_0382 | field=total_amount | candidate_text=3622.8 | label=0
doc_id=doc_0382 | field=total_amount | candidate_text=22936.8 | label=1
doc_id=doc_0390 | field=total_amount | candidate_text=28450.0 | label=0
doc_id=doc_0390 | field=total_amount | candidate_text=2414.0 | label=0
doc_id=doc_0390 | field=total_amount | candidate_text=95026.0 | label=0
doc_id=doc_0390 | field=total_amount | candidate_text=2755.4 | label=0
doc_id=doc_0390 | field=total_amount | candidate_text=21280.6 | label=0
doc_id=doc_0390 | field=total_amount | candidate_text=6239.0 | label=0
doc_id=doc_0390 | field=total_amount | candidate_text=27599.6 | label=1
doc_id=doc_0390 | field=total_amount | candidate_text=988.8 | label=0
