doc_id,file_name,_split,field,candidate_text,candidate_source,line_idx,line_rel_pos,line_token_count,candidate_len,candidate_token_count,candidate_digit_count,candidate_alpha_count,candidate_digit_ratio,candidate_uppercase_ratio,candidate_has_org_suffix,candidate_has_address_word,candidate_has_label_word,candidate_shape,line_has_colon,line_is_upper,line_digit_ratio,line_has_dollar,line_has_org_suffix,line_has_address_word,line_has_label_word,is_top_10_lines,is_top_20_lines,is_bottom_half,is_bottom_quarter,ctx_has_invoice,ctx_has_invoice_no,ctx_has_bill_to,ctx_has_sold_to,ctx_has_ship_to,ctx_has_attention,ctx_has_total,ctx_has_amount_due,ctx_has_reference,ctx_has_due,invoice_like_score,ocr_quality_score,doc_num_lines,doc_num_chars,amt_value,amt_ge_100,amt_ge_1000,amt_line_has_total,amt_line_has_amount_due,amt_line_dot_leader_heavy,label,notes
doc_0205,rvl_train_09013.png,train,total_amount,22.21,money_anywhere,24,0.7059,6,5,1,4,0,0.8,0.0,0,0,0,0.0,1,0,0.2812,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,35,1001,22.21,0,0,0,0,0,,
doc_0205,rvl_train_09013.png,train,total_amount,50.92,money_anywhere,25,0.7353,4,5,1,4,0,0.8,0.0,0,0,0,0.0,1,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,35,1001,50.92,0,0,0,0,0,,
doc_0238,rvl_train_05232.png,train,total_amount,200.0,money_anywhere,6,0.6,4,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,0,0.4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75,11,220,200.0,1,0,0,0,0,,
doc_0267,rvl_train_06301.png,train,total_amount,2050.0,money_anywhere,24,0.8889,7,7,1,6,0,0.8571,0.0,0,0,0,0.0,1,0,0.3111,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1.0,28,518,2050.0,1,1,0,0,0,,
doc_0357,rvl_train_17339.png,train,total_amount,123250.0,money_anywhere,14,0.6364,6,9,1,8,0,0.8889,0.0,0,0,0,0.0,0,1,0.1569,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,4,1.0,23,644,123250.0,1,1,0,0,0,,
doc_0341,rvl_train_04533.png,train,total_amount,435.08,money_anywhere,17,0.6538,6,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,0,0.3333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,27,634,435.08,1,0,0,0,0,,
doc_0341,rvl_train_04533.png,train,total_amount,157.5,money_anywhere,21,0.8077,6,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,0,0.5366,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,27,634,157.5,1,0,0,0,0,,
doc_0371,rvl_train_09618.png,train,total_amount,330.18,money_anywhere,15,0.75,5,6,1,5,0,0.8333,0.0,0,0,0,0.0,1,1,0.45,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,21,398,330.18,1,0,0,0,0,,
doc_0371,rvl_train_09618.png,train,total_amount,4330.28,money_anywhere,18,0.9,3,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.5263,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,21,398,4330.28,1,1,0,0,0,,
doc_0371,rvl_train_09618.png,train,total_amount,2320.72,money_anywhere,19,0.95,1,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.6667,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,21,398,2320.72,1,1,0,0,0,,
doc_0258,rvl_val_04091.png,train,total_amount,7650.0,money_anywhere,17,0.6538,10,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.1515,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.0,27,606,7650.0,1,1,0,0,0,,
doc_0364,rvl_test_22339.png,train,total_amount,500.0,money_anywhere,14,0.56,2,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,0,0.3333,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,26,739,500.0,1,0,0,0,0,,
doc_0343,rvl_train_02979.png,train,total_amount,76514.0,money_anywhere,5,0.2778,10,8,1,7,0,0.875,0.0,0,0,0,0.0,0,0,0.4043,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,19,613,76514.0,1,1,0,0,0,,
doc_0343,rvl_train_02979.png,train,total_amount,76904.0,money_anywhere,5,0.2778,10,8,1,7,0,0.875,0.0,0,0,0,0.0,0,0,0.4043,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,19,613,76904.0,1,1,0,0,0,,
doc_0334,rvl_train_19156.png,train,total_amount,8000.0,money_anywhere,18,0.5806,6,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,1,0.2449,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,32,1021,8000.0,1,1,0,0,0,,
doc_0227,rvl_train_00870.png,train,total_amount,175.0,money_anywhere,12,0.4,9,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,0,0.2826,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,31,1193,175.0,1,0,0,0,0,,
doc_0227,rvl_train_00870.png,train,total_amount,2975.0,money_anywhere,12,0.4,9,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.2826,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,31,1193,2975.0,1,1,0,0,0,,
doc_0227,rvl_train_00870.png,train,total_amount,160.0,money_anywhere,13,0.4333,9,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,0,0.26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,31,1193,160.0,1,0,0,0,0,,
doc_0227,rvl_train_00870.png,train,total_amount,1920.0,money_anywhere,13,0.4333,9,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,31,1193,1920.0,1,1,0,0,0,,
doc_0227,rvl_train_00870.png,train,total_amount,95.0,money_anywhere,16,0.5333,10,5,1,4,0,0.8,0.0,0,0,0,0.0,0,0,0.2558,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,31,1193,95.0,0,0,0,0,0,,
doc_0227,rvl_train_00870.png,train,total_amount,475.0,money_anywhere,16,0.5333,10,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,0,0.2558,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,31,1193,475.0,1,0,0,0,0,,
doc_0227,rvl_train_00870.png,train,total_amount,700.0,money_anywhere,22,0.7333,9,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,0,0.2391,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,31,1193,700.0,1,0,0,0,0,,
doc_0227,rvl_train_00870.png,train,total_amount,2240.0,money_anywhere,23,0.7667,9,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.26,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,31,1193,2240.0,1,1,0,0,0,,
doc_0227,rvl_train_00870.png,train,total_amount,5075.0,money_anywhere,28,0.9333,9,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.2766,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,31,1193,5075.0,1,1,0,0,0,,
doc_0227,rvl_train_00870.png,train,total_amount,5280.0,money_anywhere,29,0.9667,9,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.26,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,31,1193,5280.0,1,1,0,0,0,,
doc_0228,rvl_train_22982.png,train,total_amount,439.9,money_anywhere,22,0.5946,2,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,0,0.625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,38,566,439.9,1,0,0,0,0,,
doc_0228,rvl_train_22982.png,train,total_amount,50.0,money_anywhere,24,0.6486,2,5,1,4,0,0.8,0.0,0,0,0,0.0,0,0,0.5714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,38,566,50.0,0,0,0,0,0,,
doc_0228,rvl_train_22982.png,train,total_amount,18.0,money_anywhere,26,0.7027,2,5,1,4,0,0.8,0.0,0,0,0,0.0,0,0,0.5714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,38,566,18.0,0,0,0,0,0,,
doc_0228,rvl_train_22982.png,train,total_amount,35.0,money_anywhere,28,0.7568,1,5,1,4,0,0.8,0.0,0,0,0,0.0,0,0,0.8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,38,566,35.0,0,0,0,0,0,,
doc_0228,rvl_train_22982.png,train,total_amount,839.9,money_anywhere,34,0.9189,4,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,0,0.2857,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,38,566,839.9,1,0,0,0,0,,
doc_0228,rvl_train_22982.png,train,total_amount,599.9,money_anywhere,37,1.0,3,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,0,0.3846,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,38,566,599.9,1,0,0,0,0,,
doc_0312,rvl_train_13146.png,train,total_amount,830.76,money_anywhere,11,0.3929,6,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,0,0.1111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,29,813,830.76,1,0,0,0,0,,
doc_0312,rvl_train_13146.png,train,total_amount,388.46,money_anywhere,12,0.4286,6,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,0,0.119,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,29,813,388.46,1,0,0,0,0,,
doc_0312,rvl_train_13146.png,train,total_amount,199.42,money_anywhere,13,0.4643,5,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,0,0.1351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,29,813,199.42,1,0,0,0,0,,
doc_0312,rvl_train_13146.png,train,total_amount,5107.8,money_anywhere,15,0.5357,3,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.1935,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,29,813,5107.8,1,1,0,0,0,,
doc_0312,rvl_train_13146.png,train,total_amount,391.93,money_anywhere,16,0.5714,5,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,0,0.1562,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,29,813,391.93,1,0,0,0,0,,
doc_0312,rvl_train_13146.png,train,total_amount,40.31,money_anywhere,17,0.6071,5,5,1,4,0,0.8,0.0,0,0,0,0.0,0,0,0.1379,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,29,813,40.31,0,0,0,0,0,,
doc_0312,rvl_train_13146.png,train,total_amount,7768.68,money_anywhere,18,0.6429,2,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.3529,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,29,813,7768.68,1,1,0,0,0,,
doc_0312,rvl_train_13146.png,train,total_amount,16525.23,money_totalish_line,20,0.7143,2,8,1,7,0,0.875,0.0,0,0,0,0.0,1,0,0.4118,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,29,813,16525.23,1,1,1,0,0,,
doc_0312,rvl_train_13146.png,train,total_amount,1988.09,money_anywhere,21,0.75,2,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.3333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1.0,29,813,1988.09,1,1,0,0,0,,
doc_0312,rvl_train_13146.png,train,total_amount,18508.26,money_anywhere,22,0.7857,4,8,1,7,0,0.875,0.0,0,0,0,0.0,1,0,0.3636,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,29,813,18508.26,1,1,0,0,0,,
doc_0312,rvl_train_13146.png,train,total_amount,1480.66,money_anywhere,23,0.8214,5,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.2857,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1.0,29,813,1480.66,1,1,0,0,0,,
doc_0312,rvl_train_13146.png,train,total_amount,2.0,money_totalish_line,24,0.8571,7,4,1,3,0,0.75,0.0,0,0,0,0.0,0,0,0.1633,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1.0,29,813,2.0,0,0,1,0,0,,
doc_0312,rvl_train_13146.png,train,total_amount,19988.92,money_totalish_line,24,0.8571,7,8,1,7,0,0.875,0.0,0,0,0,0.0,0,0,0.1633,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1.0,29,813,19988.92,1,1,1,0,0,,
doc_0202,rvl_train_00820.png,train,total_amount,30.43,money_anywhere,18,0.4186,8,5,1,4,0,0.8,0.0,0,0,0,0.0,0,0,0.1765,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,44,877,30.43,0,0,0,0,0,,
doc_0202,rvl_train_00820.png,train,total_amount,39.27,money_anywhere,19,0.4419,10,5,1,4,0,0.8,0.0,0,0,0,0.0,0,0,0.1351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,44,877,39.27,0,0,0,0,0,,
doc_0202,rvl_train_00820.png,train,total_amount,54.48,money_anywhere,20,0.4651,7,5,1,4,0,0.8,0.0,0,0,0,0.0,0,0,0.1935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,44,877,54.48,0,0,0,0,0,,
doc_0202,rvl_train_00820.png,train,total_amount,172.5,money_anywhere,22,0.5116,8,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,0,0.2308,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,44,877,172.5,1,0,0,0,0,,
doc_0202,rvl_train_00820.png,train,total_amount,28.78,money_anywhere,22,0.5116,8,5,1,4,0,0.8,0.0,0,0,0,0.0,0,0,0.2308,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,44,877,28.78,0,0,0,0,0,,
doc_0202,rvl_train_00820.png,train,total_amount,37.14,money_anywhere,23,0.5349,10,5,1,4,0,0.8,0.0,0,0,0,0.0,0,0,0.1579,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,44,877,37.14,0,0,0,0,0,,
doc_0202,rvl_train_00820.png,train,total_amount,51.53,money_anywhere,24,0.5581,7,5,1,4,0,0.8,0.0,0,0,0,0.0,0,0,0.1935,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.0,44,877,51.53,0,0,0,0,0,,
doc_0202,rvl_train_00820.png,train,total_amount,141.91,money_anywhere,27,0.6279,4,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,1,0.4667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.0,44,877,141.91,1,0,0,0,0,,
doc_0202,rvl_train_00820.png,train,total_amount,1217.2,money_anywhere,32,0.7442,1,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.6667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,44,877,1217.2,1,1,0,0,0,,
doc_0202,rvl_train_00820.png,train,total_amount,235.62,money_anywhere,33,0.7674,1,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,0,0.8333,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,44,877,235.62,1,0,0,0,0,,
doc_0202,rvl_train_00820.png,train,total_amount,4964.55,money_anywhere,34,0.7907,1,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.6667,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,44,877,4964.55,1,1,0,0,0,,
doc_0202,rvl_train_00820.png,train,total_amount,1002.78,money_anywhere,35,0.814,1,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.75,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,44,877,1002.78,1,1,0,0,0,,
doc_0202,rvl_train_00820.png,train,total_amount,1133.66,money_anywhere,36,0.8372,1,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.75,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,44,877,1133.66,1,1,0,0,0,,
doc_0202,rvl_train_00820.png,train,total_amount,156.1,money_anywhere,37,0.8605,1,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,0,0.7143,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,44,877,156.1,1,0,0,0,0,,
doc_0202,rvl_train_00820.png,train,total_amount,9262.05,money_anywhere,41,0.9535,1,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.6667,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,44,877,9262.05,1,1,0,0,0,,
doc_0202,rvl_train_00820.png,train,total_amount,99418.15,money_anywhere,43,1.0,1,8,1,7,0,0.875,0.0,0,0,0,0.0,0,0,0.7778,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,44,877,99418.15,1,1,0,0,0,,
doc_0266,rvl_train_18919.png,train,total_amount,2624.26,money_anywhere,16,0.5926,9,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.3415,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.0,28,512,2624.26,1,1,0,0,0,,
doc_0232,rvl_test_14720.png,train,total_amount,20.75,money_anywhere,16,0.5926,11,5,1,4,0,0.8,0.0,0,0,0,0.0,0,0,0.0972,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1.0,28,644,20.75,0,0,0,0,0,,
doc_0232,rvl_test_14720.png,train,total_amount,23.19,money_anywhere,21,0.7778,3,5,1,4,0,0.8,0.0,0,0,0,0.0,0,0,0.4615,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1.0,28,644,23.19,0,0,0,0,0,,
doc_0268,rvl_train_02280.png,train,total_amount,90.97,money_anywhere,5,0.2381,3,5,1,4,0,0.8,0.0,0,0,0,0.0,0,1,0.375,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,22,615,90.97,0,0,0,0,0,,
doc_0268,rvl_train_02280.png,train,total_amount,4850.0,money_anywhere,15,0.7143,8,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.2128,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.0,22,615,4850.0,1,1,0,0,0,,
doc_0286,rvl_train_21961.png,train,total_amount,200.89,money_anywhere,10,0.9091,3,6,1,5,0,0.8333,0.0,0,0,0,0.0,1,0,0.3889,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,12,339,200.89,1,0,0,0,0,,
doc_0277,rvl_train_14858.png,train,total_amount,95951.25,money_anywhere,14,0.4,9,8,1,7,0,0.875,0.0,0,0,0,0.0,0,0,0.2222,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,36,920,95951.25,1,1,0,0,0,,
doc_0381,rvl_val_05855.png,train,total_amount,2250.0,money_anywhere,26,0.8966,1,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.6667,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,30,527,2250.0,1,1,0,0,0,,
doc_0310,rvl_train_01052.png,train,total_amount,46400000.0,money_totalish_line,15,0.4167,3,11,1,10,0,0.9091,0.0,0,0,0,0.0,0,0,0.4444,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,37,687,46400000.0,1,1,1,0,0,,
doc_0388,rvl_train_19955.png,train,total_amount,60.0,money_anywhere,11,0.5238,5,5,1,4,0,0.8,0.0,0,0,0,0.0,0,0,0.6562,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,22,498,60.0,0,0,0,0,0,,
doc_0261,rvl_test_18090.png,train,total_amount,52540.05,money_anywhere,19,0.8636,1,8,1,7,0,0.875,0.0,0,0,0,0.0,0,0,0.7,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1.0,23,536,52540.05,1,1,0,0,0,,
doc_0261,rvl_test_18090.png,train,total_amount,68543.58,money_anywhere,20,0.9091,2,8,1,7,0,0.875,0.0,0,0,0,0.0,0,1,0.6667,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1.0,23,536,68543.58,1,1,0,0,0,,
doc_0279,rvl_train_20831.png,train,total_amount,303.36,money_anywhere,3,0.1071,3,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,0,0.625,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,29,773,303.36,1,0,0,0,0,,
doc_0279,rvl_train_20831.png,train,total_amount,12.08,money_anywhere,18,0.6429,8,5,1,4,0,0.8,0.0,0,0,0,0.0,0,0,0.3043,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,29,773,12.08,0,0,0,0,0,,
doc_0279,rvl_train_20831.png,train,total_amount,12.35,money_totalish_line,19,0.6786,4,5,1,4,0,0.8,0.0,0,0,0,0.0,0,1,0.2778,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,29,773,12.35,0,0,1,0,0,,
doc_0279,rvl_train_20831.png,train,total_amount,4.0,money_totalish_line,19,0.6786,4,4,1,3,0,0.75,0.0,0,0,0,0.0,0,1,0.2778,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,29,773,4.0,0,0,1,0,0,,
doc_0361,rvl_val_00377.png,train,total_amount,100.0,money_anywhere,11,0.6875,6,6,1,5,0,0.8333,0.0,0,0,0,0.0,0,0,0.1765,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,17,408,100.0,1,0,0,0,0,,
doc_0233,rvl_train_13747.png,train,total_amount,3500.0,money_anywhere,6,0.1224,6,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.1463,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1.0,50,1497,3500.0,1,1,0,0,0,,
doc_0307,rvl_train_07197.png,train,total_amount,6800.0,money_anywhere,22,0.7857,8,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,1,0.6111,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,4,1.0,29,812,6800.0,1,1,0,0,0,,
doc_0400,rvl_train_03666.png,train,total_amount,1557.52,money_total_line,5,0.1351,4,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.2308,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,2,1.0,38,994,1557.52,1,1,1,1,0,,
doc_0400,rvl_train_03666.png,train,total_amount,1243.61,money_anywhere,7,0.1892,5,7,1,6,0,0.8571,0.0,0,0,0,0.0,0,0,0.2069,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,38,994,1243.61,1,1,0,0,0,,
doc_0400,rvl_train_03666.png,train,total_amount,14.21,money_anywhere,15,0.4054,4,5,1,4,0,0.8,0.0,0,0,0,0.0,0,0,0.1538,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1.0,38,994,14.21,0,0,0,0,0,,
